Word,Pron
Cantabrigians,"%kant@""brIdZi@nz"
cantaloup,"""kant@%lup"
cantaloups,"""kant@%lups"
cantankerously,"kan.t""aN.k@`.r@s.li"
cantankerousness,"kan.t""aN.k@`.r@s.n@s"
cantata,"kan.t""A.4@"
cantatas,"kan.t""A.4@z"
canted,"k""an4.@d"
canteens,"kan.t""inz"
CANTELOUBE,NULL
cantering,"k""an.4@`.IN"
canters,"k""an.4@`z"
canticle,"k""an.4I.kl="
canticles,"k""an.4I.kl=z"
cantilever,"k""an.4@.l%E.v@`"
CANTLES,"k""ant.l%Es"
canto,"k""an.4o"
canton,"kan.t""An"
cantoned,"k""an.tAnd"
cantoning,"k""an.4@n.IN"
cantonment,"kan.t""An.m@nt"
cantonments,"kan.t""An.m@nts"
cantons,"kan.t""Anz"
cantor,"k""an.4@`"
cantors,"k""an.4@`z"
cantos,"k""an.4oz"
cants,"k""ants"
Canuck,"k@""n@k"
Canucks,"k@""n@ks"
CANUTE,"k@.n""ut"
canvasses,"k""an.v@s.@z"
CAP'N,"""kapm="
capaciously,"k@.p""e.S@s.li"
capaciousness,"k@.p""e.S@s.n@s"
caparison,"k@""parIs@n"
caparisoned,"k@""parIs@nd"
caparisoning,"k@""parIs@nIN"
caparisons,"k@""parIs@nz"
CAPEK'S,"k""ep.k%ez"
CAPELLAN,"k""ap%El@n"
CAPELLO,"k@p""Elo"
CAPERCAILZIE,"%kap@`""kelji"
capered,"k""e.p@`d"
CAPET,"""kepIt"
CAPETOWN,"k""ep.taUn"
capillaries,"k""a.p@.l%E.riz"
capillarity,"%kap@""larIti"
capitalizations,"k%a.p@.4l=.@z.""e.Sn=z"
capitalized,"k""a.p@.4l=.aIzd"
capitalizes,"k""a.p@.4l=.%aIz.@z"
capitation,"k%a.pI.t""e.Sn="
capitations,"k%a.pI.t""e.Sn=z"
capitulates,"k@.p""I.tSu.lets"
capitulating,"k@.p""I.tSu.l%e4.IN"
capitulations,"k@.p%I.tSu.l""e.Sn=z"
CAPO,"k""A.po"
capon,"k""e.pAn"
CAPONE,"k@.p""on"
CAPONE'S,"k""ap.w%Vnz"
capons,"k""e.pAnz"
CAPOTE,"k@.p""ot"
capping,"k""ap.IN"
CAPPY,"k""a.pi"
CAPPY'S,"k""apiz"
capriccio,"k@""pritSi%o"
capriccios,"k@""pritSi%oz"
caprices,"k@.pr""is.@z"
Capricorns,"k""a.pr@.kOrnz"
capriciously,"k@.pr""I.S@s.li"
capriciousness,"k@.pr""I.S@s.n@s"
capsicum,"k""ap.s@.k@m"
capsicums,"k""ap.s@.k@mz"
capsized,"k""ap.saIzd"
capsizes,"k""ap.saIz.@z"
capsizing,"k""ap.saIz.IN"
capstans,"k""ap.st@nz"
CAPT,NULL
captained,"k""ap.t@nd"
captaining,"k""ap.t@n.IN"
captiously,"""kapS@sli"
captiousness,"""kapS@snEs"
captivates,"k""ap.t@v.ets"
captivation,"k%ap.t@v.""e.Sn="
carafes,"k@`.r""afs"
caramels,"k""a.r@.ml=z"
carapace,"""kar@pes"
carapaces,"""kar@pes@z"
carats,"k""a.r@ts"
CARAUSIUS,NULL
CARAVAGGIO,"%kar@""vAdZo"
caravanned,"""kar@%vand"
caravanning,"""kar@%vanIN"
caravansaries,"%kar@""vans@`iz"
caravansary,"%kar@""vans@`i"
caravanserai,"k%a.r@.v""an.s@`.raI"
caravanserais,"k%a.r@.v""an.s@`.raIz"
caraways,"k""a.r@.wez"
carbohydrates,"k%Ar.bo.h""aI.drets"
carbolic,"kAr.b""A.lIk"
carbonated,"k""Ar.b@n.%e4.@d"
carbonating,"k""Ar.b@n.%e4.IN"
CARBONDALE,"k""Ar.b@n.del"
CARBONES,"k""Ar.b%onz"
carbonic,"kAr.b""An.Ik"
Carboniferous,"k%Ar.b@n.""I.f@`.r@s"
carbonization,"k%Ar.b@n.@z.""e.Sn="
carbonizations,"k%Ar.b@n.@z.""e.Sn=z"
carbonize,"k""Ar.b@n.aIz"
carbonized,"k""Ar.b@n.aIzd"
carbonizes,"k""Ar.b@n.%aIz.@z"
carbonizing,"k""Ar.b@n.%aIz.IN"
CARBONYL,"k""Ar.b@.nIl"
carborundum,"k%Ar.b@`.r""Vn.4@m"
CARBOXYMETHYL,"k""Ar.b%Aks.i.m%E.Tl="
carboy,"k""Ar.bOI"
carboys,"k""Ar.bOIz"
carbuncle,"k""Ar.bVN.kl="
carbuncles,"k""Ar.bVN.kl=z"
carburet,"""kArb@%ret"
carbureted,"k""Arbj@`%Et@d"
carbureting,"""kArb@%retIN"
carburets,"""kArb@%rets"
carburettor,"k""Ar.b@`.r%e.4@`"
carburettors,"k""Ar.b@`.r%e.4@`z"
carcinogens,"kAr.s""I.n@.dZEnz"
carcinomas,"k%Ar.s@.n""o.m@z"
carcinomata,"k""Ar.tS%ino.m%At@"
cardamom,"k""Ar.4@.m@m"
carded,"k""Ar4.@d"
cardigans,"k""Ar.4I.g@nz"
carding,"k""Ar4.IN"
cardiograms,"k""Ar.4i@.gr%amz"
cardiographs,"k""Ar.4i@.gr%afs"
CARDIOMEGALY,"%kArdio""mEg@li"
cardpunches,"k""Ard.p%VntS.@z"
cardsharper,"""kArd%SArp@`"
cardsharpers,"k""Ard.S%Arp.@`z"
cardsharps,"""kArd%SArps"
careens,"k@`.r""inz"
careered,"k@`.r""Ird"
careering,"k@`.r""Ir.IN"
careerist,"k@`.r""Ir.Ist"
careerists,"k@`.r""Ir.Ists"
caressingly,"k@`.r""Es.IN.li"
caretakers,"k""Er.t%ek.@`z"
carets,"k""a.r@ts"
careworn,"k""Er.w%Orn"
CAREY,"k""E.ri"
CARGILL'S,"k""Ar.gIlz"
cargoes,"k""Ar.goz"
caribous,"k""a.rI.buz"
caricatures,"k""a.r@.k@.tS@`z"
caricaturing,"k""a.r@.k@.tS@`.IN"
caricaturists,"k""a.r@.k@.tS@`.Ists"
caries,"""kEriz"
carillon,"""kar@%lAn"
carillons,"""kar@%lAnz"
carious,"""kEri@s"
CARL'S,"k""Arlz"
CARLA,"k""Ar.l@"
CARLA'S,"k""Arl@z"
CARLETON,"k""Arl.t@n"
CARLETON'S,"k""Ar.l%ito%Enz"
CARLETONIAN,"""kARl.i%toni@n"
CARLISLE,"k""Ar.laIl"
CARLO,"k""Ar.lo"
CARLOADING,"k""Arl%odIN"
CARLSON,"k""Arl.sn="
CARLYLE'S,"kArl""aIlz"
CARMACK,"k""Arm@k"
Carmelites,"k""Ar.ml=.%aIts"
CARMER,"k""Arm@`"
CARMER'S,NULL
CARMICHAEL,"k""Ar.m%aI.kl="
carmines,"k""Ar.maInz"
CARMODY,"k""Arm@di"
carnally,"k""Ar.nl=.i"
CARNARVON'S,NULL
carnations,"kAr.n""e.Sn=z"
CARNE,"k""Ar.ni"
CARNEGEY,NULL
CARNEIGIE,NULL
carnelian,"kAr""nilj@n"
carnelians,"kAr""nilj@nz"
carnivals,"k""Ar.n@.vl=z"
carnivores,"k""Ar.n@.vOrz"
CARNOCHAN,NULL
carobs,"k""a.r@bz"
CAROLI,NULL
CAROLINA,"k%a.r@.l""aI.n@"
CAROLINA'S,"k%a.r@.l""aI.n@z"
CAROLINAS,"k%a.r@.l""aI.n@z"
CAROLINGIAN,"k%a.r@.l""In.dZi@n"
CAROLINIANS,"k%Er@l""Ini@nz"
carolled,"k""a.r@ld"
carollers,"k""a.r@l.@`z"
carolling,"k""a.r@l.IN"
CAROLYN,"k""a.r@.l@n"
CARON,"kAr""On"
carousal,"k@`.r""aUz.l="
caroused,"k@`.r""aUzd"
carousels,"k%a.r@.s""Elz"
carouses,"k@`.r""aUz.@z"
carpals,"k""Ar.pl=z"
CARPATHIANS,"kAr.p""e.Di@nz"
carped,"k""Arpt"
CARPENTIER,"k""Arp@nti@`"
carpetbaggers,"k""Ar.p@t.b%ag.@`z"
carpetbags,"k""Ar.p@t.b%agz"
carpi,"""kArpaI"
carping,"k""Arp.IN"
carports,"k""Ar.p%Orts"
carps,"k""Arps"
carpus,"""kArp@s"
CARR,"k""Ar"
CARRARA,"k@`.r""A.r@"
CARRAWAY,"k""a.r@.we"
CARRE,"k""Ar"
CARREER,NULL
CARREON,"""ka""riOn"
CARREON'S,"k""Ar.r%io%Enz"
carriageway,"k""a.rIdZ.w%e"
carriageways,"k""a.rIdZ.w%ez"
CARRIE,"k""a.ri"
CARROLL,"k""a.r@l"
carroty,"k""a.r@4.i"
CARROZZA,"kAr""oz@"
CARRUTHERS,"k@`.r""V.D@`z"
carryalls,"""kari%Olz"
carrycot,"k""a.ri.k%At"
carrycots,"k""a.ri.k%Ats"
carryouts,"k""a.ri.%aUts"
CARRYOVERS,"k""a.ri.%o.v@`z"
carsickness,"""kAr%sIknIs"
CARSON,"k""Ar.sn="
CARSTEN,"k""Arst@n"
cartage,"""kArtIdZ"
CARTHAGO,NULL
carthorses,"k""Art.h%Ors.@z"
cartilages,"k""Ar.4@.lIdZ.@z"
cartilaginous,"k%Ar.4@.l""adZ.@.n@s"
carting,"k""Ar4.IN"
cartographers,"kAr.t""A.gr@.f@`z"
cartooned,"kAr.t""und"
cartography,"kAr.t""A.gr@.fi"
cartooning,"kAr.t""un.IN"
cartwheeled,"k""Art.hw%ild"
bullfrogs,"b""Ul.fr%Agz"
bullheadedly,"b%Ul.h""E4.@d.li"
bullheadedness,"b%Ul.h""E4.@d.n@s"
BULLHIDE,"b""Ul.h%aId"
bullied,"b""U.lid"
bulling,"b""Ul.IN"
BULLOCH,"b""Ul@k"
bullocks,"b""U.l@ks"
bullrings,"b""Ul.r%INz"
bullshit,"b""Ul.S%It"
bullshits,"b""Ul.S%Its"
bullshitted,"""bUl%SIt@d"
bullshitting,"b""Ul.S%I4.IN"
BULLWHACKERS,"b""Ul.hw%ak.@`z"
bullyboy,"b""U.li.b%OI"
bulrushes,"b""Ul.r%VS.@z"
BULTMANN,"""bUlt%mAn"
BULTMANN'S,"b""@lt.m%anz"
bulwarks,"b""Ul.w@`ks"
bumbled,"b""Vm.bl=d"
bumbles,"b""Vm.bl=z"
bumbling,"b""Vm.bl=.IN"
bumboat,"""b@m%bot"
bumboats,"""b@m%bots"
BUMBRY,NULL
bumf,"""b@mf"
bummed,"b""Vmd"
bummers,"b""Vm.@`z"
bumpier,"b""Vmp.i@`"
bumpiest,"b""Vmp.i.Ist"
bumpily,"b""Vmp.@.li"
BUMPIN,"b""Vm.p%In"
bumpiness,"b""Vmp.i.n@s"
bumpkins,"b""Vmp.kInz"
bumptious,"b""Vmp.S@s"
bumptiously,"b""Vmp.S@s.li"
bumptiousness,"b""Vmp.S@s.n@s"
Buna,"""bjun@"
BUNCHA,"b""Vn.tS@"
bunches,"b""VntS.@z"
bunching,"b""VntS.IN"
BUNDESTAG,"""bUnd@s%tAg"
BUNDY,"b""Vn.4i"
bung,"b""VN"
bungaloid,"""b@Ng@%lOId"
bungalows,"b""VN.g@.loz"
bunged,"b""VNd"
bunghole,"b""VN.h%ol"
bungholes,"b""VN.h%olz"
bunging,"b""VN.IN"
bungler,"b""VN.gl=.@`"
bunglers,"b""VN.gl=.@`z"
bungles,"b""VN.gl=z"
bungling,"b""VN.gl=.IN"
bungs,"b""VNz"
bunions,"b""V.nj@nz"
bunked,"b""VNkt"
bunkering,"b""VNk.@`.IN"
bunkers,"b""VNk.@`z"
bunkhouses,"b""VNk.h%aUz.@z"
bunking,"b""VNk.IN"
bunkum,"b""VN.k@m"
bunnies,"b""V.niz"
buoyantly,"b""OI@nt.li"
buoying,"b""u.i.IN"
Burberries,"b""3`.b%E.riz"
Burberry,"b""3`.b%E.ri"
burble,"b""3`.bl="
burbled,"b""3`.bl=d"
burbles,"b""3`.bl=z"
burbling,"b""3`.bl=.IN"
BURCH,"b""3`tS"
BURCH'S,NULL
BURCKHARDT,"""b3`khArt"
burdening,"b""3`.dn=.IN"
burdensomeness,"b""3`.dn=.s@m.n%Es"
burdock,"b""3`.dAk"
burdocks,"b""3`.dAks"
bureaucratically,"bj%U.r@.kr""a4.Ik.li"
bureaux,"bj""U.ro"
BUREN,"bj""Ur@n"
burette,"bjU.r""Et"
burettes,"bjU.r""Ets"
BURFORD,"b""@`f@`d"
burgeons,"b""3`.dZ@nz"
burgess,"b""3`.dZIs"
burgesses,"b""3`.dZIs.@z"
burgh,"""b3`g"
BURGHARDT,"b""@`gArt"
burghers,"b""3`.g@`z"
BURGHLEY,"b""@`gli"
burghs,"""b3`gz"
burglaries,"b""3`.gl@`.riz"
burglarious,"b3`.gl""Er.i@s"
burglarized,"b""3`.gl@`.aIzd"
burglarizes,"b""3`.gl@`.%aIz.@z"
burglarizing,"b""3`.gl@`.%aIz.IN"
burgled,"b""3`.gl=d"
burgles,"b""3`.gl=z"
burgling,"b""3`.gl=.IN"
burgomaster,"b""3`.g@.m%a.st@`"
BURGOMASTER'S,"b""@`g@m%ast@`z"
burgomasters,"b""3`.g@.m%a.st@`z"
burgs,"b""3`gz"
BURGUNDIAN,"b@`""g@ndi@n"
BURGUNDIES,"b""3`.g@n.4iz"
BURI,"""bUri"
burials,"b""E.ri@lz"
burke,"b""3`k"
BURKE'S,"b""@`ks"
burked,"""b3`kt"
burkes,"b""@`ks"
BURKETTE,NULL
burking,"""b3`kIN"
BURL,"b""3`l"
BURLE,NULL
BURLESON,"b""@`l@s@n"
burlesqued,"b@`""lEskt"
burlesquing,"b@`""lEskIN"
BURLEY,"b""3`.li"
burlier,"b""3`.li.@`"
burliest,"""b3`liIst"
BURLINGAME,"""b3`lIn%gem"
BURLINGHAM,"b""@`lINh%am"
BURLINGTON,"b""3`.lIN.t@n"
BURLINGTON'S,"b""@`lINt@nz"
BURMAN,"b""3`.m@n"
BURMAN'S,"b""@`.m%anz"
BURMANS,"b""@`m@nz"
BURNE,"b""3`n"
BURNES,"b""@`nz"
BURNET,"b""3`.nIt"
BURNHAM,"b""3`.n@m"
BURNHAM'S,"b""@`n@mz"
burnishes,"b""3`.nIS.@z"
burnishing,"b""3`.nIS.IN"
burnous,"b3`.n""us"
burnouse,NULL
burnouses,"b3`""nus@z"
BURNS'S,"b""@`nz@z"
BURNSIDE'S,"b""@`ns%aIdz"
burped,"b""3`pt"
burping,"b""3`p.IN"
burps,"b""3`ps"
BURR'S,"b""@`%Arz"
burred,"""b3`d"
burring,"b""3`.IN"
burros,"b""3`.roz"
bursaries,"b""3`.s@`.riz"
bursars,"b""3`.s@`z"
burthen,"""b3`D@n"
burthened,"""b3`D@nd"
burthening,"""b3`D@nIN"
burthens,"""b3`D@nz"
burton,"b""3`.tn="
BURTON'S,"b""3`.tn=z"
burtons,"b""3`.tn=z"
Burundi,"bU.r""Un.4i"
Burundian,"b""@`%Vnd%aI@n"
Burundians,"b""@`%Vnd%aI@nz"
burying,"b""E.ri.IN"
busbies,"b""Vz.biz"
busby,"b""Vz.bi"
BUSCH,"""bUS"
bused,"b""@st"
bushbabies,"bUS.""bebiz"
bushed,"b""USt"
BUSHELL,"b""US@l"
bushier,"b""US.i.@`"
bushiest,"b""US.i.Ist"
bushiness,"b""US.i.n@s"
Bushmen,"b""US.m@n"
BUSHNELL,"b""US.nl="
bushwhackers,"b""US.hw%ak.@`z"
BUSHWHACKIN,NULL
bushwhacking,"b""US.hw%ak.IN"
bushwhacker,"b""US.hw%ak.@`"
bushwhacks,"""bUS%hwaks"
busies,"""bIziz"
BUSINESSS,NULL
businesswomen,"b""Iz.nIs.w%I.mIn"
busing,"b""@sIN"
busk,"b""Vsk"
busked,"b""Vskt"
busker,"b""Vsk.@`"
buskers,"b""Vsk.@`z"
busking,"b""Vsk.IN"
busks,"b""Vsks"
busman,"b""Vs.m@n"
busmen,"b""Vs.m%En"
BUSS,"b""Vs"
bustards,"b""V.st@`dz"
BUSTIN,"b""@st%In"
busting,"b""Vst.IN"
bustled,"b""V.sl=d"
bustles,"b""V.sl=z"
BUSTLIN,"b""Vst.l%In"
busybodies,"b""I.zi.b%A.4iz"
busying,"b""I.zi.IN"
butchering,"b""U.tS@`.IN"
butchers,"b""U.tS@`z"
butches,"b""UtS.@z"
butterbeans,"""b@t@`.binz"
buttercups,"b""V.4@`.k%Vps"
buttered,"b""V.4@`d"
butteries,"""b@t@`iz"
buttering,"b""V.4@`.IN"
butters,"b""V.4@`z"
BUTTERWYN,"b""V.4@`.w%In"
buttock,"b""V.4@k"
buttonholed,"b""V.tn=.h%old"
buttonholing,"b""V.tn=.h%ol.IN"
buttonhooks,"b""V.tn=.h%Uks"
buttoning,"b""V.tn=.IN"
buttonwoods,"""b@tn=%wUdz"
buttressing,"b""V.tr@s.IN"
BUTTRICK,"b""@trIk"
BUTYRATE,"bj""u.4I.ret"
BUXTEHUDE,"""bUkst@%hud@"
BUXTON,"b""Vk.st@n"
BUYER'S,"b""aI@`z"
BUYIN,NULL
BUZZ'S,"b""Vz.@z"
buzzards,"b""V.z@`dz"
buzzers,"b""Vz.@`z"
byes,"b""aIz"
BYINGE,NULL
bylaws,"b""aI.l%Oz"
BYLOT,NULL
bypasses,"b""aI.p%as.@z"
bypassing,"b""aI.p%as.IN"
bypaths,"b""aI.p%aTs"
byplay,"""baIple"
BYRD,"b""3`d"
BYRD'S,"b""3`dz"
byre,"b""aIr"
byres,"b""aIrz"
BYRNES,"b""3`nz"
byroads,"b""aI.r%odz"
BYRON'S,"b""aI.r@nz"
BYRONIC,"baI.r""An.Ik"
BYRONISM,"b""aI.r@n.%I.zm="
bystanders,"b""aI.st%an4.@`z"
BYSTRZYCA,NULL
byways,"b""aI.w%ez"
bywords,"b""aI.w%3`dz"
BYZAS,"""baIz@s"
C'EST,"s""Est"
C'MON,"k@m""An"
C'UN,NULL
ca,"k""@"
ca'cannies,"""kA.%kaniz"
ca'canny,"""kA.%kani"
cabal,"k@.b""Al"
cabals,"k@.b""Alz"
cabarets,"k%a.b@`.r""ez"
cabbages,"k""a.b@dZ.@z"
cabbies,"k""ab.iz"
cabdrivers,"k""ab.dr%aIv.@`z"
caber,"""keb@R"
cabers,"""keb@Rz"
cablegrams,"k""e.bl=.gr%amz"
cabling,"k""e.bl=.IN"
cabman,"k""ab.m@n"
cabmen,"k""ab.m@n"
cabooses,"k@.b""us.@z"
CABOT,"k""a.b@t"
CABOT'S,"k""ab@ts"
CABRINI,"k@""brini"
cabriolet,"%kabri@""le"
cabriolets,"%kabri@""lez"
cabstands,"k""ab.st%andz"
cacaos,"k@.k""e.oz"
cached,"k""aSt"
caches,"k""aS.@z"
cachets,"ka.S""ez"
caching,"k""aS.IN"
cachou,"k@""Su"
cachous,"k@""Suz"
cackler,"k""a.kl=.@`"
cacklers,"k""a.kl=.@`z"
cackles,"k""a.kl=z"
cackling,"k""a.kl=.IN"
cacophonies,"ka.k""A.f@.niz"
cacti,"k""ak.taI"
cactuses,"k""ak.t@s.@z"
cadavers,"k@.d""a.v@`z"
caddied,"k""a.4id"
caddies,"k""a.4iz"
caddish,"k""a4.IS"
caddying,"k""a.4i.IN"
cadences,"k""e.dn=s.@z"
cadenzas,"k@.d""En.z@z"
CADESI,NULL
cadets,"k@.d""Ets"
cadge,"k""adZ"
cadged,"k""adZd"
cadger,"k""adZ.@`"
cadgers,"k""adZ.@`z"
cadges,"k""adZ.@z"
cadging,"k""adZ.IN"
cadres,"k""a.driz"
cads,"k""adz"
CADY,"k""edi"
Caerphilly,"k""@@`.f%Illi"
Caesareans,"s@.z""Er.i@nz"
caesura,"sI""ZUr@"
caesuras,"sI""ZUr@z"
CAETANI,NULL
caff,"k""af"
caffs,"k""afs"
CAFRITZ,NULL
caftan,"k""af.t@n"
caftans,"k""af.t@nz"
CAGAYAN,NULL
cagier,"k""e.dZi.@`"
cagiest,"""kedZiIst"
cagily,"k""e.dZ@.li"
caginess,"k""e.dZi.n@s"
caging,"k""edZ.IN"
cagoule,"k@.g""ul"
cagoules,"k@.g""ulz"
CAHILL,"k""A.hIl"
caimans,"k""e.m@nz"
CAIN'T,NULL
caique,"kA""ik"
caiques,"kA""iks"
cairn,"k""Ern"
cairns,"k""Ernz"
CAIROLI,NULL
caisson,"""kes@n"
caissons,"""kes@nz"
CAIUS,"k""iz"
cajoled,"k@.dZ""old"
cajolery,"k@.dZ""ol.@`.ri"
cajoles,"k@.dZ""olz"
cajoling,"k@.dZ""ol.IN"
caking,"k""ek.IN"
CAL,"k""al"
calabashes,"""kal@%baS@z"
calaboose,"""kal@%bus"
calabooses,"""kal@%bus@z"
CALABRIA,"k@.l""a.bri@"
calcic,"""kalsIk"
calcifies,"k""al.s@.faIz"
calcifying,"k""al.s@.f%aI.IN"
calcination,"k%al.s@.n""e.Sn="
calcine,"""kalsaIn"
calcined,"""kalsaInd"
calcines,"""kalsaInz"
calcining,"""kalsaInIN"
calculably,"k""al.kj@.l@.bli"
calculates,"k""al.kj@.lets"
calculi,"k""al.kj@.laI"
calculuses,"k""al.kj@.l@s.@z"
CALDER,"k""Ol.d@`"
CALDERONE,"kAld@`""oni"
CALDWELL,"k""Old.wEl"
CALDWELL'S,"k""Old.wElz"
CALEB,"k""e.l@b"
CALENDA,NULL
calender,"""kal@nd@`"
calendered,"""kal@nd@`d"
calendering,"""kal@nd@`IN"
calenders,"""kal@nd@`z"
calends,"k""a.l@ndz"
CALHOUN,"kal.h""un"
CALHOUN'S,"k""al.h%u%Enz"
CALIBERS,"k""a.l@.b@`z"
calibrates,"k""a.l@.brets"
calibre,"k""a.l@.b@`"
calibres,"k""a.l@.b@`z"
CALIF,"k""e.lIf"
CALIMALA,"k""Ali.m%Al@"
CALINDA,"k""al%ind@"
caliphate,"k""e.lI.fet"
caliphates,"k""e.lI.fets"
calk,"""kOk"
calked,"""kOkt"
calking,"""kOkIN"
calks,"""kOks"
calla,"""kal@"
CALLAN,"k""a.l@n"
callas,"""kal@s"
callboys,"""kOl%bOIz"
calligrapher,"k@.l""I.gr@.f@`"
calligraphist,"k@.l""I.gr@.fIst"
calligraphists,"k@.l""I.gr@.fIsts"
CALLIN,"k""al.l%In"
callings,"k""Ol.INz"
calliope,"k@.l""aI@.pi"
calliopes,"k@l""aI@p%iz"
calliper,"k""a.l@.p@`"
callipers,"k""a.l@.p@`z"
callisthenics,"%kalIs""TEnIks"
callosities,"k@""lAsItiz"
callosity,"k@""lAsIti"
callowness,"""kalonEs"
BRAQUE,"br""Ak"
BRAQUE'S,NULL
BRAQUES,"br""A.kj%uz"
bras,"br""Az"
brasher,"br""aS.@`"
brashest,"br""aS.Ist"
brashly,"br""aS.li"
brassard,"""brasArd"
brassards,"""brasArdz"
BRASSBOUND'S,NULL
brasseries,"br""a.s@`.riz"
brasses,"br""as.@z"
BRASSICA,"""bras@k@"
brassier,"br""as.i@`"
brassieres,"br""a.Z@`z"
brassiest,"br""as.i.Ist"
BRASSNOSE,"br""as.n%oz"
BRASSTOWN,"br""as.t%aUn"
brats,"br""ats"
BRAUD,"br""Od"
BRAUN,"br""On"
bravados,"br@.v""A.4oz"
bravos,"br""A.voz"
bravura,"br@.vj""U.r@"
BRAWELING,NULL
BRAWLE,NULL
brawled,"br""Old"
brawler,"br""Ol.@`"
brawlers,"br""Ol.@`z"
brawling,"br""Ol.IN"
brawls,"br""Olz"
brawnier,"br""On.i@`"
brawniest,"br""On.i.Ist"
brawniness,"br""On.i.n@s"
brawny,"br""On.i"
brayed,"br""ed"
brays,"br""ez"
braze,"br""ez"
brazed,"br""ezd"
brazes,"br""ez.@z"
braziers,"br""e.Z@`z"
Brazilians,"br@.z""Il.j@nz"
brazing,"br""ez.IN"
BRAZOS,"""brAzos"
BrE,NULL
breached,"br""itSt"
breaches,"br""itS.@z"
breadbaskets,"br""Ed.b%a.sk@ts"
breadboards,"br""Ed.b%Ordz"
breadcrumbs,"br""Ed.kr%Vmz"
breadfruits,"br""Ed.fr%uts"
breadlines,"br""Ed.l%aInz"
breadths,"br""EtTs"
breadthways,"br""EtT.wez"
breadthwise,"br""EtT.waIz"
breadwinners,"br""Ed.w%In.@`z"
breakages,"br""ek.IdZ.@z"
breakaways,"br""ek.@.w%ez"
breakfasting,"br""Ek.f@st.IN"
BREAKIN,"br""ek.%In"
BREAKOFF,"br""ek.%Of"
breakouts,"br""ek.%aUts"
bream,"br""im"
breams,"br""imz"
breastbones,"br""Est.b%onz"
breastfed,"br""Est.f%Ed"
breastfeeding,"br""Est.f%i4.IN"
breastfeeds,"br""Est.f%idz"
breasting,"br""Est.IN"
breastplates,"br""Est.pl%ets"
breastworks,"br""Est.w%3`ks"
breathalysed,"br""E.T@.laIzd"
breathalyser,"br""E.T@.l%aIz.@`"
breathalysers,"br""E.T@.l%aIz.@`z"
breathalyses,"br""E.T@.laIz.@z"
breathalysing,"br""E.T@.l%aIz.IN"
breathers,"br""iD.@`z"
breathier,"br""ET.i.@`"
breathiest,"""brETiIst"
breathily,"br""ET.@.li"
breathiness,"br""ET.i.n@s"
breathlessness,"br""ET.l@s.n@s"
breathtakingly,"br""ET.t%ek.IN.li"
BRECKENRIDGE'S,NULL
breeders,"br""i4.@`z"
breezeblock,"""briz.blAk"
breezeblocks,"""briz.blAks"
breezed,"br""izd"
breezier,"br""iz.i@`"
breeziest,"br""iz.i.Ist"
breezily,"br""iz.@.li"
breeziness,"br""iz.i.n@s"
breezing,"br""iz.IN"
BREGMAN,"br""Egm@n"
BRELIN,NULL
BREMERTON,"""brEm@`tn="
BREMSSTRAHLUNG,"""brEm%StrAl@N"
Bren,"br""En"
BRENDAN,"br""En.4@n"
BRENNAN,"br""E.n@n"
BRENNER,"br""E.n@`"
BRENNER'S,NULL
Brens,"br""Enz"
BREST,"br""Est"
BRESTOWE,"""brEst%o"
BREUER,"""bROI@R"
BREVARD,"br@""vArd"
breve,"br""iv"
breves,"br""ivz"
brevet,"br""E.vIt"
brevets,"br@v""Ets"
breviaries,"""brivi%Eriz"
breviary,"""brivi%Eri"
brewer,"br""u@`"
breweries,"br""u@`.riz"
brews,"br""uz"
briars,"br""aIrz"
bribable,"br""aIb.@.bl="
bribing,"br""aIb.IN"
BRICE,"br""aIs"
brickbat,"br""Ik.b%at"
brickbats,"br""Ik.b%ats"
BRICKER,"br""Ik@`"
brickfield,"""brIk%fild"
brickfields,"""brIk%fildz"
brickkiln,"""brIk%kIl"
brickkilns,"""brIk%kIlz"
BRICKTOP,"br""Ik.t%Ap"
brickyards,"br""Ik.j%Ardz"
bridecakes,"br""aId.k%eks"
bridegrooms,"br""aId.gr%umz"
BRIDEWELL,"""braId%wEl"
bridged,"br""IdZd"
bridgeheads,"br""IdZ.h%Edz"
BRIDGEPORT,"br""IdZ.pOrt"
BRIDGET,"br""I.dZIt"
BRIDGET'S,"br""IdZ@ts"
BRIDGEWATER,"br""IdZ.w%O.4@`"
bridging,"br""IdZ.IN"
bridled,"br""aI.4l=d"
bridles,"br""aI.4l=z"
bridling,"br""aI.4l=.IN"
briefcases,"br""if.k%es.@z"
BRIEFF,NULL
briefings,"br""if.INz"
BRIEN,"br""aI@n"
brigadiers,"br%I.g@d.""Irz"
BRIGADOON,NULL
brigandage,"""brIg@ndIdZ"
brigands,"br""I.g@ndz"
brigantines,"br""I.g@n.t%inz"
BRIGGS,"br""Igz"
BRIGHETTI,"br""Ig.h%Eti"
BRIGHT'S,"br""aIts"
brightening,"br""aIt.n=.IN"
brigs,"br""Igz"
brill,"br""Il"
brilliantine,"""brIlj@n%tin"
brilliants,"""brIlj@nts"
brills,"br""Ilz"
brimming,"br""Im.IN"
brims,"br""Imz"
BRINDISI,"br""In.4I.zi"
brindled,"br""In.4l=d"
brines,"br""aInz"
brinier,"br""aIn.i.@`"
briniest,"""braIniIst"
BRINKLEY,"br""INk.li"
brinks,"br""INks"
BRINSLEY,NULL
briny,"br""aIn.i"
brioche,"bri.""oS"
brioches,"bri.""oS.@z"
briquettes,"brI.k""Ets"
briskest,"br""Isk.Ist"
