Word,WordNet,MacMillan
english-gothic_architecture,1,NA
english-weed,1,NA
english_bean,1,NA
english_breakfast_tea,1,NA
english_bulldog,1,NA
english_cavalry_saddle,1,NA
english_channel,1,NA
english_civil_war,1,NA
english_cocker_spaniel,1,NA
english_concertina,1,NA
english_daisy,1,NA
english_department,1,NA
english_elm,1,NA
english_foxhound,1,NA
english_hawthorn,2,NA
english_hippocrates,1,NA
english_horn,1,NA
english_iris,1,NA
english_ivy,1,NA
english_lady_crab,1,NA
english_language,1,NA
english_lavender,1,NA
english_muffin,1,NA
english_oak,1,NA
english_people,1,NA
english_person,1,NA
english_plantain,1,NA
english_primrose,1,NA
english_professor,1,NA
english_revolution,1,NA
english_runner_bean,1,NA
english_ryegrass,1,NA
english_saddle,1,NA
english_setter,1,NA
english_sole,2,NA
english_sonnet,1,NA
english_sparrow,1,NA
english_springer,1,NA
english_springer_spaniel,1,NA
english_system,1,NA
english_teacher,1,NA
english_toy_spaniel,1,NA
english_violet,1,NA
english_walnut,2,NA
english_walnut_tree,1,NA
english_yew,1,NA
engraulidae,1,NA
engraulis,1,NA
engraulis_encrasicholus,1,NA
engrossment,3,NA
enhydra,1,NA
enhydra_lutris,1,NA
enid,1,NA
enigma_canon,1,NA
enigmatic_canon,1,NA
enigmatical_canon,1,NA
eniwetok,2,NA
enjambement,1,NA
enjambment,1,NA
enjoinment,1,NA
enjoyableness,1,NA
enjoyer,1,NA
enkaid,1,NA
enkephalin,1,NA
enki,1,NA
enkidu,1,NA
enl,1,NA
enlarged_heart,1,NA
enlil,1,NA
enlisted_man,1,NA
enlisted_officer,1,NA
enlisted_person,1,NA
enlisted_woman,1,NA
enlistee,1,NA
enlivener,1,NA
ennead,1,NA
enol,1,NA
enologist,1,NA
enophile,1,NA
enosis,1,NA
enovid,1,NA
enragement,1,NA
enrico_caruso,1,NA
enrico_fermi,1,NA
enrollee,1,NA
ensete,1,NA
ensete_ventricosum,1,NA
ensiform_leaf,1,NA
ensilage,1,NA
ensis,1,NA
ent_man,1,NA
entablature,1,NA
entailment,1,NA
entandrophragma,1,NA
entandrophragma_cylindricum,1,NA
entasis,1,NA
entebbe,1,NA
entelea,1,NA
entelechy,1,NA
entellus,1,NA
entente_cordiale,2,NA
enteric-coated_aspirin,1,NA
enteric_bacteria,1,NA
enteric_fever,1,NA
enterics,1,NA
enterobacteria,1,NA
enterobacteriaceae,1,NA
enterobiasis,1,NA
enterobius,1,NA
enterobius_vermicularis,1,NA
enteroceptor,1,NA
enterokinase,1,NA
enterolith,1,NA
enterolithiasis,1,NA
enterolobium,1,NA
enterolobium_cyclocarpa,1,NA
enteron,1,NA
enteropathy,1,NA
enteroptosis,1,NA
enterostenosis,1,NA
enterostomy,1,NA
enterotomy,1,NA
enterotoxemia,1,NA
enterotoxin,1,NA
enterovirus,1,NA
enterprise_zone,1,NA
enterprisingness,1,NA
entertainment_center,1,NA
entertainment_deduction,1,NA
entertainment_industry,1,NA
enthalpy,1,NA
enthrallment,1,NA
enthronisation,1,NA
enthronization,1,NA
entire_leaf,1,NA
entireness,1,NA
entlebucher,1,NA
entoblast,1,NA
entoderm,1,NA
entoloma,1,NA
entoloma_aprile,1,NA
entoloma_lividum,1,NA
entoloma_sinuatum,1,NA
entolomataceae,1,NA
entomion,1,NA
entomophobia,1,NA
entomophthora,1,NA
entomophthoraceae,1,NA
entomophthorales,1,NA
entomostraca,1,NA
entoparasite,1,NA
entopic_pregnancy,1,NA
entoproct,1,NA
entoprocta,1,NA
entozoon,1,NA
entr'acte,2,NA
entrance_exam,1,NA
entrance_examination,1,NA
entrance_fee,1,NA
entrance_hall,1,NA
entrance_money,1,NA
entrancement,1,NA
entrecote,1,NA
entremets,1,NA
entrenching_tool,1,NA
entrenchment,1,NA
entrepot,2,NA
entresol,1,NA
entric,1,NA
entry_word,1,NA
entsi,1,NA
entsy,1,NA
enucleation,1,NA
enuki,1,NA
enumerator,1,NA
enuresis,1,NA
envelopment,1,NA
enviousness,1,NA
environmental_condition,1,NA
environmental_protection_agency,1,NA
environmental_science,1,NA
envoi,1,NA
envoy_extraordinary,1,NA
enzyme-linked-immunosorbent_serologic_assay,1,NA
enzymologist,1,NA
enzymology,1,NA
eocene_epoch,1,NA
eolian,1,NA
eolic,1,NA
eolith,1,NA
eolithic_age,1,NA
eoraptor,1,NA
eos,1,NA
eosinopenia,1,NA
eosinophile,1,NA
eosinophilia,1,NA
epacridaceae,1,NA
epacris,1,NA
epacris_family,1,NA
epacris_impressa,1,NA
epacris_obtusifolia,1,NA
epacris_purpurascens,1,NA
epanalepsis,1,NA
epanaphora,1,NA
epanodos,2,NA
epanorthosis,1,NA
eparchy,2,NA
epaulette,1,NA
epauliere,1,NA
ependyma,1,NA
epenthesis,1,NA
epergne,1,NA
epha,1,NA
ephah,1,NA
ephedra_sinica,1,NA
ephedraceae,1,NA
ephemerality,1,NA
ephemeralness,1,NA
ephemerid,1,NA
ephemerida,1,NA
ephemeridae,1,NA
ephemeris,1,NA
ephemeris_time,1,NA
ephemeron,1,NA
ephemeroptera,1,NA
ephemeropteran,1,NA
ephestia,1,NA
ephestia_elutella,1,NA
ephesus,2,NA
ephippidae,1,NA
ephippiorhynchus,1,NA
ephippiorhynchus_senegalensis,1,NA
epic_poem,1,NA
epic_poetry,1,NA
epicalyx,1,NA
epicanthic_fold,1,NA
epicanthus,1,NA
epicardia,1,NA
epicarp,1,NA
epicene_person,1,NA
epicondylitis,1,NA
epicranium,1,NA
epictetus,1,NA
epicureanism,1,NA
epicurism,1,NA
epicurus,1,NA
epicycle,1,NA
epicyclic_gear,1,NA
epicyclic_gear_train,1,NA
epicyclic_train,1,NA
epicycloid,1,NA
epideictic_oratory,1,NA
epidemic_cholera,1,NA
epidemic_disease,1,NA
epidemic_encephalitis,1,NA
epidemic_hysertia,1,NA
epidemic_meningitis,1,NA
epidemic_myalgia,1,NA
epidemic_parotitis,1,NA
epidemic_pleurodynia,1,NA
epidemic_roseola,1,NA
epidendron,1,NA
epidendrum,1,NA
epidendrum_tampense,1,NA
epidendrum_venosum,1,NA
epidermal_cell,1,NA
epididymitis,1,NA
epidural_anaesthesia,1,NA
epidural_anesthesia,1,NA
epidural_injection,1,NA
epigaea,1,NA
epigaea_repens,1,NA
epigastric_artery,1,NA
epigastric_fossa,1,NA
epigastric_vein,1,NA
epigastrium,1,NA
epigenesis,1,NA
epiglottitis,1,NA
epigon,1,NA
epigone,1,NA
epigraph,2,NA
epigraphy,1,NA
epikeratophakia,1,NA
epilachna,1,NA
epilachna_varivestis,1,NA
epilating_wax,1,NA
epilation,2,NA
epilator,1,NA
epilepsia_major,2,NA
epilepsia_minor,2,NA
epileptic_seizure,1,NA
epilobium,1,NA
epilobium_angustifolium,1,NA
epilobium_canum_canum,1,NA
epilobium_hirsutum,1,NA
epilog,2,NA
epimedium,1,NA
epimedium_grandiflorum,1,NA
epimetheus,1,NA
epinephelus,1,NA
epinephelus_adscensionis,1,NA
epinephelus_fulvus,1,NA
epinephrin,1,NA
epipactis,1,NA
epipactis_gigantea,1,NA
epipactis_helleborine,1,NA
epipaleolithic,1,NA
epiphany_of_our_lord,1,NA
epiphenomenon,1,NA
epiphora,1,NA
epiphyllum,1,NA
epiphysis,2,NA
epiphysis_cerebri,1,NA
epiphytic_plant,1,NA
epiplexis,1,NA
epipremnum,1,NA
epipremnum_aureum,1,NA
epirus,1,NA
episcia,1,NA
episcia_dianthiflora,1,NA
episcleral_veins,1,NA
episcleritis,1,NA
episcopacy,1,NA
episcopal_church,2,NA
episcopal_church_of_scotland,1,NA
episcopalianism,1,NA
episcopate,4,NA
episodic_memory,1,NA
episome,1,NA
epispadias,1,NA
episperm,1,NA
epistasis,1,NA
epistaxis,1,NA
episteme,1,NA
epistemic_logic,1,NA
epistemologist,1,NA
epistemology,1,NA
epistle_of_james,1,NA
epistle_of_jeremiah,1,NA
epistle_of_jude,1,NA
epistle_of_paul_the_apostle_to_philemon,1,NA
epistle_of_paul_the_apostle_to_the_colossians,1,NA
epistle_of_paul_the_apostle_to_the_ephesians,1,NA
epistle_of_paul_the_apostle_to_the_galatians,1,NA
epistle_of_paul_the_apostle_to_the_philippians,1,NA
epistle_of_paul_the_apostle_to_the_romans,1,NA
epistle_of_paul_the_apostle_to_titus,1,NA
epistle_to_philemon,1,NA
epistle_to_the_colossians,1,NA
epistle_to_the_ephesians,1,NA
epistle_to_the_galatians,1,NA
epistle_to_the_hebrews,1,NA
epistle_to_the_philippians,1,NA
epistle_to_the_romans,1,NA
epistle_to_titus,1,NA
epistrophe,1,NA
epitaxy,1,NA
epithalamium,1,NA
epithelial_cell,1,NA
epithelial_duct,1,NA
epithelial_tissue,1,NA
epithelioma,1,NA
epitope,1,NA
epitrochoidal_engine,1,NA
epizoon,1,NA
epona,1,NA
eponym,2,NA
eponymy,1,NA
epos,2,NA
epoxy_glue,1,NA
epoxy_resin,1,NA
eprom,1,NA
epsilon_aurigae,1,NA
epsilon_toxin,1,NA
epsom_salts,2,NA
epstein,1,NA
epstein-barr_virus,1,NA
eptatretus,1,NA
eptesicus,1,NA
eptesicus_fuscus,1,NA
eptesicus_serotinus,1,NA
equador_laurel,1,NA
equal-area_map_projection,1,NA
equal-area_projection,1,NA
equal_opportunity,1,NA
equal_protection_of_the_laws,1,NA
equal_sign,1,NA
equal_temperament,1,NA
equalisation,1,NA
equalitarian,1,NA
equalitarianism,1,NA
equality_before_the_law,1,NA
equality_state,1,NA
equalizing_dividend,1,NA
equanil,1,NA
equatability,1,NA
equatorial_current,1,NA
equatorial_guinea,1,NA
equestrian_sport,1,NA
equetus,1,NA
equetus_lanceolatus,1,NA
equetus_pulcher,1,NA
equiangular_triangle,1,NA
equid,1,NA
equidae,1,NA
equidistribution,1,NA
equilateral_triangle,1,NA
equilibration,1,NA
equilibrium_constant,1,NA
equilibrium_law,1,NA
equine_distemper,1,NA
equine_encephalitis,1,NA
equine_encephalomyelitis,1,NA
equinoctial_circle,1,NA
equinoctial_line,1,NA
equinoctial_point,1,NA
equinoctial_storm,1,NA
equinoctial_year,1,NA
equipage,2,NA
equipment_casualty,1,NA
equipment_failure,1,NA
equisetaceae,1,NA
equisetales,1,NA
equisetatae,1,NA
equisetum,1,NA
equisetum_arvense,1,NA
equisetum_fluviatile,1,NA
equisetum_hyemale,1,NA
equisetum_hyemale_robustum,1,NA
equisetum_palustre,1,NA
equisetum_robustum,1,NA
equisetum_sylvaticum,1,NA
equisetum_variegatum,1,NA
equity_credit_line,1,NA
equivalence,3,NA
equivalent-binary-digit_factor,1,NA
equivalent_weight,1,NA
equivalent_word,1,NA
equivocalness,1,NA
equivocator,1,NA
equus,1,NA
equus_asinus,2,NA
equus_burchelli,1,NA
equus_caballus,1,NA
equus_caballus_gomelini,1,NA
equus_caballus_przevalskii,1,NA
equus_caballus_przewalskii,1,NA
equus_grevyi,1,NA
equus_hemionus,1,NA
equus_hemionus_hemionus,1,NA
equus_kiang,1,NA
equus_quagga,1,NA
equus_zebra_zebra,1,NA
eragrostic_abyssinica,1,NA
eragrostis,1,NA
eragrostis_curvula,1,NA
eragrostis_tef,1,NA
eranthis,1,NA
eranthis_hyemalis,1,NA
erasable_programmable_read-only_memory,1,NA
erastianism,1,NA
erato,1,NA
eratosthenes,1,NA
erb's_palsy,1,NA
erb-duchenne_paralysis,1,NA
ercilla,1,NA
erechtites_hieracifolia,1,NA
erect_bugle,1,NA
erectile_dysfunction,1,NA
erectile_organ,1,NA
erectile_tissue,1,NA
erecting_prism,1,NA
erectness,2,NA
eremite,1,NA
eremitism,1,NA
eresh-kigal,1,NA
ereshkigal,1,NA
ereshkigel,1,NA
erethism,1,NA
erethizon,1,NA
erethizon_dorsatum,1,NA
erethizontidae,1,NA
eretmochelys,1,NA
eretmochelys_imbricata,1,NA
erewhon,1,NA
ergocalciferol,1,NA
ergodicity,1,NA
ergometer,1,NA
ergonomics,1,NA
ergonovine,1,NA
ergosterol,1,NA
ergotamine,1,NA
ergotrate_maleate,1,NA
ergotropism,1,NA
ergun_he,1,NA
erianthus,1,NA
erianthus_ravennae,1,NA
eric_arthur_blair,1,NA
eric_blair,1,NA
erica_arborea,1,NA
erica_carnea,1,NA
erica_cinerea,1,NA
erica_jong,1,NA
erica_lusitanica,1,NA
erica_perspicua,1,NA
erica_tetralix,1,NA
erica_vagans,1,NA
ericaceae,1,NA
ericales,1,NA
erich_mendelsohn,1,NA
erich_von_stroheim,1,NA
eridanus,1,NA
erie_canal,1,NA
erigeron,1,NA
erigeron_acer,1,NA
erigeron_annuus,1,NA
erigeron_aurantiacus,1,NA
erigeron_canadensis,1,NA
erigeron_divergens,1,NA
erigeron_glaucous,1,NA
erigeron_philadelphicus,1,NA
erigeron_pulchellus,1,NA
erigeron_speciosus,1,NA
erignathus,1,NA
erignathus_barbatus,1,NA
erigonum_fasciculatum,1,NA
erik_adolf_von_willebrand,1,NA
erik_alfred_leslie_satie,1,NA
erik_axel_karlfeldt,1,NA
erik_satie,1,NA
erik_von_willebrand,1,NA
erik_weisz,1,NA
erinaceidae,1,NA
erinaceus,1,NA
erinaceus_europaeus,1,NA
erinaceus_europeaeus,1,NA
eringo,1,NA
erinyes,1,NA
eriobotrya,1,NA
eriobotrya_japonica,1,NA
eriocaulaceae,1,NA
eriocaulon,1,NA
eriocaulon_aquaticum,1,NA
eriodictyon,1,NA
eriodictyon_californicum,1,NA
eriogonum,1,NA
eriogonum_allenii,1,NA
eriophorum,1,NA
eriophorum_angustifolium,1,NA
eriophyllum,1,NA
eriophyllum_lanatum,1,NA
eriophyllum_wallacei,1,NA
eriosoma,1,NA
eriosoma_lanigerum,1,NA
erithacus,1,NA
erithacus_rubecola,1,NA
erithacus_svecicus,1,NA
eritrea,1,NA
erivan,1,NA
erlang,1,NA
erle_stanley_gardner,1,NA
erlenmeyer,1,NA
erlenmeyer_flask,1,NA
erne,1,NA
ernest_bevin,1,NA
ernest_bloch,1,NA
ernest_hemingway,1,NA
ernest_orlando_lawrence,1,NA
ernest_rutherford,1,NA
ernest_solvay,1,NA
ernest_thomas_sinton_walton,1,NA
ernest_walton,1,NA
ernestine_schumann-heink,1,NA
ernesto_guevara,1,NA
ernst,1,NA
ernst_boris_chain,1,NA
ernst_cassirer,1,NA
ernst_heinrich_haeckel,1,NA
ernst_heinrich_weber,1,NA
ernst_lubitsch,1,NA
ernst_ludwig_kirchner,1,NA
ernst_mach,1,NA
ernst_theodor_amadeus_hoffmann,1,NA
ernst_theodor_wilhelm_hoffmann,1,NA
ernst_werner_von_siemens,1,NA
erodium,1,NA
erodium_cicutarium,1,NA
erodium_moschatum,1,NA
erodium_texanum,1,NA
erogenous_zone,1,NA
erolia,1,NA
erolia_alpina,1,NA
erolia_minutilla,1,NA
erose_leaf,1,NA
erotic_love,1,NA
erotism,2,NA
errancy,2,NA
errand_boy,1,NA
erroneous_belief,1,NA
erroneousness,1,NA
error_correction_code,1,NA
erse,1,NA
erskine_caldwell,1,NA
erskine_preston_caldwell,1,NA
ert,1,NA
eruca,1,NA
eruca_sativa,1,NA
eruca_vesicaria_sativa,1,NA
eructation,2,NA
eruditeness,1,NA
erving,1,NA
erwin_panofsky,1,NA
erwin_rommel,1,NA
erwin_schrodinger,1,NA
erwinia,1,NA
eryngium,1,NA
eryngium_aquaticum,1,NA
eryngium_maritimum,1,NA
eryngium_yuccifolium,1,NA
eryngo,1,NA
erysimum,1,NA
erysimum_allionii,1,NA
erysimum_arkansanum,1,NA
erysimum_asperum,1,NA
erysimum_cheiranthoides,1,NA
erysimum_cheiri,1,NA
erysipelas,1,NA
erysiphaceae,1,NA
erysiphales,1,NA
erysiphe,1,NA
erythema_multiforme,1,NA
erythema_nodosum,1,NA
erythema_nodosum_leprosum,1,NA
erythema_solare,1,NA
erythrina,1,NA
erythrina_caffra,1,NA
erythrina_corallodendrum,1,NA
erythrina_crista-galli,1,NA
erythrina_indica,1,NA
erythrina_lysistemon,1,NA
erythrina_variegata,1,NA
erythrina_vespertilio,1,NA
erythrite,1,NA
erythroblast,1,NA
erythroblastosis_fetalis,1,NA
erythrocebus,1,NA
erythrocebus_patas,1,NA
erythrocin,1,NA
erythrocyte_sedimentation_rate,1,NA
erythrocytolysin,1,NA
erythroderma,1,NA
erythrolysin,1,NA
erythronium,1,NA
erythronium_albidum,1,NA
erythronium_americanum,1,NA
erythronium_californicum,1,NA
erythronium_dens-canis,1,NA
erythronium_grandiflorum,1,NA
erythronium_montanum,1,NA
erythropoiesis,1,NA
erythropoietin,1,NA
erythroxylaceae,1,NA
erythroxylon,1,NA
erythroxylon_coca,1,NA
erythroxylon_truxiuense,1,NA
erythroxylum,1,NA
esaki,1,NA
escalader,1,NA
escalator_clause,1,NA
escallop,4,NA
escalope_de_veau_orloff,1,NA
escape_cock,1,NA
escape_expert,1,NA
escape_hatch,1,NA
escape_mechanism,1,NA
escape_valve,1,NA
escape_velocity,1,NA
escape_wheel,1,NA
escapement,1,NA
escapologist,1,NA
escarp,1,NA
eschalot,1,NA
eschatologist,1,NA
eschatology,1,NA
eschaton,1,NA
escheat,2,NA
escherichia,1,NA
escherichia_coli,1,NA
eschrichtiidae,1,NA
eschrichtius,1,NA
eschrichtius_gibbosus,1,NA
eschrichtius_robustus,1,NA
eschscholtzia,1,NA
eschscholtzia_californica,1,NA
escolar,1,NA
escritoire,1,NA
escrow_funds,1,NA
escudo,2,NA
esfahan,1,NA
esidrix,1,NA
eskalith,1,NA
esker,1,NA
eskimo-aleut,1,NA
eskimo-aleut_language,1,NA
eskimo_curlew,1,NA
eskimo_dog,1,NA
esm,1,NA
esme_stuart_lennox_robinson,1,NA
esmolol,1,NA
esocidae,1,NA
esop,1,NA
esophageal_reflux,1,NA
esophageal_smear,1,NA
esophageal_veins,1,NA
esophagogastric_junction,1,NA
esophagoscope,1,NA
esoterica,1,NA
esotropia,1,NA
esox,1,NA
esox_americanus,1,NA
esox_lucius,1,NA
esox_masquinongy,1,NA
esox_niger,1,NA
espalier,1,NA
espana,1,NA
esparcet,1,NA
esperantido,1,NA
espial,1,NA
espionage_agent,1,NA
espionage_network,1,NA
espoo,1,NA
espousal,3,NA
espresso_maker,1,NA
espresso_shop,1,NA
esprit_de_corps,1,NA
esprit_de_l'escalier,1,NA
esquimau,2,NA
esr,2,NA
essayer,1,NA
essayist,1,NA
esselen,2,NA
essen,1,NA
essential_amino_acid,1,NA
essential_condition,1,NA
essential_hypertension,1,NA
essential_oil,1,NA
essential_thrombocytopenia,1,NA
essential_tremor,1,NA
essentiality,1,NA
essentialness,1,NA
essex,1,NA
essonite,1,NA
established_church,1,NA
establishmentarianism,1,NA
establishmentism,1,NA
estaminet,1,NA
estate_agent,1,NA
estate_car,1,NA
estate_for_life,1,NA
estate_of_the_realm,1,NA
estate_tax,1,NA
estates_general,1,NA
estazolam,1,NA
esther_hobart_mcquigg_slack_morris,1,NA
esther_morris,1,NA
esthesia,1,NA
esthesis,1,NA
esthete,1,NA
esthetician,2,NA
esthetics,1,NA
esthonia,1,NA
esthonian,1,NA
estimated_tax,1,NA
estimated_tax_return,1,NA
estimator,1,NA
estivation,2,NA
estonian_monetary_unit,1,NA
estradiol,1,NA
estradiol_patch,1,NA
estraterrestrial_body,1,NA
estrilda,1,NA
estriol,1,NA
estrogen_antagonist,1,NA
estrone,1,NA
estronol,1,NA
estrus,1,NA
esurience,2,NA
etagere,1,NA
etamin,1,NA
etamine,1,NA
etanercept,1,NA
etd,1,NA
eternal_city,1,NA
eternal_damnation,1,NA
eternal_life,1,NA
eternal_rest,1,NA
eternal_sleep,1,NA
etf,1,NA
ethacrynic_acid,1,NA
ethan_allen,1,NA
ethanal,1,NA
ethanal_trimer,1,NA
ethanamide,1,NA
ethane,1,NA
ethanedioic_acid,1,NA
ethanediol,1,NA
ethanoate,1,NA
ethanoic_acid,1,NA
ethanoyl_chloride,1,NA
ethanoyl_group,1,NA
ethanoyl_radical,1,NA
ethchlorvynol,1,NA
ethel_barrymore,1,NA
ethel_merman,1,NA
ethel_waters,1,NA
ethelbert,1,NA
ethelred,2,NA
ethelred_i,1,NA
ethelred_ii,1,NA
ethelred_the_unready,1,NA
ethene,1,NA
ethernet_cable,1,NA
ethical_code,1,NA
ethical_drug,1,NA
ethical_motive,1,NA
ethician,1,NA
ethicism,1,NA
ethicist,1,NA
ethics_committee,1,NA
ethics_panel,1,NA
ethiopian_banana,1,NA
ethiopian_language,1,NA
ethiopian_monetary_unit,1,NA
ethmoid_bone,1,NA
ethmoid_sinus,1,NA
ethmoidal_artery,1,NA
ethmoidal_sinus,1,NA
ethmoidal_vein,1,NA
ethnarch,1,NA
ethnic_cleansing,1,NA
ethnic_group,1,NA
ethnic_joke,1,NA
ethnic_minority,1,NA
ethnic_music,1,NA
ethnic_slur,1,NA
ethnocentrism,1,NA
ethnographer,1,NA
ethnography,1,NA
ethnologist,1,NA
ethnology,1,NA
ethnos,1,NA
ethocaine,1,NA
ethologist,1,NA
ethology,1,NA
ethosuximide,1,NA
ethoxyethane,1,NA
ethrane,1,NA
ethril,1,NA
ethyl_acetate,1,NA
ethyl_alcohol,2,NA
ethyl_aminobenzoate,1,NA
ethyl_chloride,1,NA
ethyl_ether,1,NA
ethyl_group,1,NA
ethyl_radical,1,NA
ethylene_glycol,1,NA
ethylene_tetrachloride,1,NA
ethylenediaminetetraacetic_acid,1,NA
ethyne,1,NA
etienne-louis_arthur_fallot,1,NA
etiolation,3,NA
etiologist,1,NA
etodolac,1,NA
eton_collar,1,NA
eton_college,1,NA
eton_jacket,1,NA
etonian,1,NA
etropus,1,NA
etropus_rimosus,1,NA
etude,1,NA
etui,1,NA
etymological_dictionary,1,NA
etymologist,1,NA
etymologizing,1,NA
etymon,1,NA
euarctos,1,NA
euarctos_americanus,1,NA
euascomycetes,1,NA
eubacteria,1,NA
eubacteriales,1,NA
eubacterium,1,NA
eubryales,1,NA
eucalypt,1,NA
eucalypt_grandis,1,NA
eucalypt_gunnii,1,NA
eucalypt_ovata,1,NA
eucalypt_tereticornis,1,NA
eucalyptus_amygdalina,1,NA
eucalyptus_calophylla,1,NA
eucalyptus_camaldulensis,1,NA
eucalyptus_camphora,1,NA
eucalyptus_citriodora,1,NA
eucalyptus_coriacea,1,NA
eucalyptus_delegatensis,1,NA
eucalyptus_dumosa,1,NA
eucalyptus_fraxinoides,1,NA
eucalyptus_globulus,1,NA
eucalyptus_gum,1,NA
eucalyptus_kino,1,NA
eucalyptus_maculata,1,NA
eucalyptus_maculata_citriodora,1,NA
eucalyptus_oil,1,NA
eucalyptus_pauciflora,1,NA
eucalyptus_regnans,1,NA
eucalyptus_rostrata,1,NA
eucalyptus_tree,1,NA
eucalyptus_viminalis,1,NA
eucalyptusd_eugenioides,1,NA
eucalytus_stellulata,1,NA
eucarya,1,NA
eucarya_acuminata,1,NA
eucaryote,1,NA
eucharistic_liturgy,1,NA
euchre,1,NA
eucinostomus,1,NA
eucinostomus_gula,1,NA
euclid's_axiom,1,NA
euclid's_fifth_axiom,1,NA
euclid's_first_axiom,1,NA
euclid's_fourth_axiom,1,NA
euclid's_postulate,1,NA
euclid's_second_axiom,1,NA
euclid's_third_axiom,1,NA
euclidean_axiom,1,NA
euclidean_geometry,1,NA
euclidean_space,1,NA
eudaemonia,1,NA
eudaimonia,1,NA
eudemon,1,NA
eudemonism,1,NA
euderma,1,NA
euderma_maculata,1,NA
eudiometer,1,NA
eudora_welty,1,NA
eudromias_morinellus,1,NA
eudyptes,1,NA
eugene_curran_kelly,1,NA
eugene_delacroix,1,NA
eugene_gladstone_o'neill,1,NA
eugene_ionesco,1,NA
eugene_luther_vidal,1,NA
eugene_o'neill,1,NA
eugene_ormandy,1,NA
eugene_paul_wigner,1,NA
eugene_sue,1,NA
eugene_v._debs,1,NA
eugene_victor_debs,1,NA
eugene_wigner,1,NA
eugenia_aromaticum,1,NA
eugenia_caryophyllatum,1,NA
eugenia_corynantha,1,NA
eugenia_dicrana,1,NA
eugenia_jambos,1,NA
eugenia_uniflora,1,NA
eugenio_pacelli,1,NA
euglena,1,NA
euglenaceae,1,NA
euglenid,1,NA
euglenoid,1,NA
euglenophyceae,1,NA
euglenophyta,1,NA
euglenophyte,1,NA
eukaryote,1,NA
euler,1,NA
eulogist,1,NA
eulogium,1,NA
eumeces,1,NA
eumeces_callicephalus,1,NA
eumeces_skiltonianus,1,NA
eumenes,1,NA
eumenides,1,NA
eumetopias,1,NA
eumetopias_jubatus,1,NA
eumops,1,NA
eumycetes,1,NA
eumycota,1,NA
eunectes,1,NA
eunectes_murinus,1,NA
eunuchoidism,1,NA
euonymous_alatus,1,NA
euonymus,1,NA
euonymus_americanus,1,NA
euonymus_atropurpureus,1,NA
euonymus_europaeus,1,NA
euonymus_fortunei_radicans,1,NA
euonymus_radicans_vegetus,1,NA
euopean_hoopoe,1,NA
eupatorium,1,NA
eupatorium_aya-pana,1,NA
eupatorium_cannabinum,1,NA
eupatorium_capillifolium,1,NA
eupatorium_coelestinum,1,NA
eupatorium_maculatum,1,NA
eupatorium_perfoliatum,1,NA
eupatorium_purpureum,1,NA
eupatorium_rugosum,1,NA
euphagus,1,NA
euphagus_carilonus,1,NA
euphausia_pacifica,1,NA
euphausiacea,1,NA
euphonium,1,NA
euphorbia,1,NA
euphorbia_amygdaloides,1,NA
euphorbia_antisyphilitica,1,NA
euphorbia_caput-medusae,1,NA
euphorbia_corollata,1,NA
euphorbia_cyathophora,1,NA
euphorbia_cyparissias,1,NA
euphorbia_dentata,1,NA
euphorbia_esula,1,NA
euphorbia_exigua,1,NA
euphorbia_fulgens,1,NA
euphorbia_helioscopia,1,NA
euphorbia_heterophylla,1,NA
euphorbia_hirsuta,1,NA
euphorbia_ingens,1,NA
euphorbia_lathyris,1,NA
euphorbia_litchi,1,NA
euphorbia_marginata,1,NA
euphorbia_medusae,1,NA
euphorbia_milii,1,NA
euphorbia_peplus,1,NA
euphorbia_pulcherrima,1,NA
euphorbiaceae,1,NA
euphorbium,1,NA
euphory,1,NA
euphractus,1,NA
euphractus_sexcinctus,1,NA
euphrates_river,1,NA
euphrosyne,1,NA
euphuism,2,NA
euplectella,1,NA
eupnea,1,NA
eupnoea,1,NA
euproctis,1,NA
euproctis_chrysorrhoea,1,NA
euproctis_phaeorrhoea,1,NA
eurasian_badger,1,NA
eurasian_green_toad,1,NA
eurasian_hamster,1,NA
eurasian_kingfisher,1,NA
eurasian_otter,1,NA
eurasian_woodcock,1,NA
eurhythmics,1,NA
eurhythmy,1,NA
eurobabble,1,NA
eurocentrism,1,NA
eurocurrency,1,NA
euronithopod,1,NA
euronithopoda,1,NA
europan,1,NA
european_ash,1,NA
european_barberry,1,NA
european_bean,1,NA
european_beech,1,NA
european_beggar-ticks,1,NA
european_bird_cherry,1,NA
european_bittern,1,NA
european_black_alder,1,NA
european_black_currant,1,NA
european_black_grouse,1,NA
european_blackbird,1,NA
european_blueberry,1,NA
european_bog_asphodel,1,NA
european_box,1,NA
european_bream,1,NA
european_brooklime,1,NA
european_brown_bat,1,NA
european_catfish,1,NA
european_central_bank,1,NA
european_chestnut,1,NA
european_community,1,NA
european_corn_borer_moth,1,NA
european_country,1,NA
european_cranberry,1,NA
european_cranberry_bush,1,NA
european_cranberrybush,1,NA
european_creeper,1,NA
european_cuckoo,1,NA
european_curlew,1,NA
european_dewberry,1,NA
european_dogtooth,1,NA
european_dune_grass,1,NA
european_economic_community,1,NA
european_elder,1,NA
european_elm,1,NA
european_field_elm,1,NA
european_fire_salamander,1,NA
european_flatfish,1,NA
european_fly_honeysuckle,1,NA
european_gallinule,1,NA
european_goatsucker,1,NA
european_hackberry,1,NA
european_hare,1,NA
european_honeysuckle,1,NA
